,wallet,总利润,盈亏比,最大盈利涨幅,最大回撤涨幅,
425,ADHDkYY15CXJ38GF61caWSeTncAYawWPqMeZdnR11WRw,12027.89695,11.58241709,18.23609534,-0.449544787,
496,8n2hTZ37CvMfhBKJaHUaG41ADyuuBsEju39Q9yuEzW9C,6957.340025,11.58056756,3.474001825,-0.343611616,
309,FZgcaq8dV79rDV9vTwR7Den9SA7wcxVdcx2Zk8vmYYTz,50294.05446,11.49436125,13.57042907,-0.724576243,
44,42zaMJYomfN2ugwRrxzhbFhYFX9vfmb7Phe9Q6WEMhwo,1312.79873,11.22698963,3.023898961,-0.302403073,
226,CWwqM3GEXmSBGpwRKtV9AFJ6rJ7JMQ3KmyXpmo53bwc6,1187.506017,11.16787304,3.812760266,-0.347027169,
219,9vubnnm8B4FGWM4b8poEQuUvCc9X1TdhvMKBzXH5e2AA,1265.736089,11.13677549,1.924096196,-0.986641819,
457,2mfBwjhprA1YYrX2nEixUAKs9sGeNree4V1Gi4o8EWu8,19763.52696,10.96003359,2.913970429,-0.961632751,
387,8P572TPtVoKiSeLnq5cTB6WKdfnX1LMStoaAumnUtR9C,6556.846596,10.88855623,14.99922408,-0.29480535,
284,35UuA85tDXn9wADHrbWZ9ESSHPaj1AxzUFWESnvTvrKd,8116.82398,10.62390669,6.662037279,-0.678712791,
42,HKbetfKcKAW6QbvFC9rTBGkcqywMuXSccyFdyN1kKKGX,7397.246396,10.58419772,4.867052454,-0.632570703,
125,BniFKNbSua4SHvaC4o2JpZcyEBAM7KFLTygC8DjhAd2R,1036.824732,10.2083854,1.004929594,-0.284456983,
156,EjTUXcNh9rweCW9Qrs47Uc3GTyAJRDCZxhff8arF1XFa,7411.433274,10.20131234,3.143254185,-0.940447974,
230,CGTHrWXThqfeCPUeqsULAWwzCpFvbnjd2hwuLyEDDd3C,3176.330279,10.09380118,7.926414911,-0.501751337,
166,9BXAGobFqz81xH1ZvHpUp2StvA8wM9zwDCAqxobc7x6p,2895.459924,10.07256087,5.001182634,-0.268628487,
15,Eyg9cUKPkxKQ6HfipnRjCwZ9cDzY97TebwptWRTU5dLP,1761.506084,10.0518287,1.674920954,-0.082567873,
215,46fnNr16T8DBoxEDRnW8FakcmeA3VpKnR184mmCdFz8d,2525.848713,9.957050676,0.949357436,-0.285531906,
426,H4K5LjkjXVRBsQXJig3xq9L6co6SfoqRiqnih5iohX9A,3264.966313,9.897508926,3.088845448,-0.591429374,
500,AYV7kuzMDJmo8g4qXg2PSbpXS3DNJTm5252bE5rKxex6,2097.47288,9.682151971,1.728060437,-0.614691656,
504,5c8RbYJhpFKthVQ7mdJAkxXo8jvfmf7ySZ6edEuZVRnA,14977.31088,9.532348863,2.791751597,-0.398231809,
211,4MS6LoC4uc5awCbXdgMQSdLbCDQZGWnm8eRsC1qLKXA2,2066.881808,9.530079572,1.279213999,-0.533687576,
455,BULn6dAMbwvXJjHKBjNznAK7E3CXK982F7S5GjcbpBbW,3415.395333,9.306338072,2.521759691,-0.582640768,
353,BfiabaMofJBpu9gPTRzSndsGugdaSH8hWv1KACHt7XWX,2548.915275,9.251603754,2.63158186,-0.543514951,
248,5DsNusNEfHLwT7RVBVFe1zK8WV7f225f8yaJ15qHHe6t,759.3572768,9.174829718,5.304994115,-0.588217736,
392,5xKx2ui7N6sARAaM5wYL6SPZEzzauWqCTDTwhBiBVsov,1265.910901,9.045044231,2.362324903,-0.224609879,
220,452dhN184EGz4gTAq2EYGVkkepnzt7zVM5h8Y7jzqq6U,4042.802487,9.015591637,2.242628257,-0.457191335,
470,7y8sW9Enr1Ebnwe6HF5FXy3TFJ53VmjawLshoWte26MH,4880.570365,8.687260478,4.983037119,-0.491117992,
494,HrZMNMWrgu35GBekPctvqf7Yt3LH9aFifw6nj3gtJ3h7,1752.4911,8.363825108,3.238556986,-0.529762126,
293,CaLEgH1mKCqfAw3XYfFA72sTjqVzXPUobSpZGhCAYDhs,6601.81488,8.349810864,1.835760488,-0.227655195,
490,8oWQvNhgfX7twyARvHGNjr2m1495tkSx6rzPYUmbP1qJ,6013.290702,8.295869279,2.226592634,-0.440052307,
432,ENM55fTvs1zJtNm5T2W8f8ySLp8owuPNn5oV88T8U3pB,2401.249025,8.128227549,1.420874623,-0.389837896,
45,CTgjMKBcDg12xdhsR8nt5sTwDTVLRzzpjKuGNUB7iZ6j,1183.643692,8.127290972,1.731647942,-0.234957024,
21,9YHTagyrCXrF91KtHnZuB7XNBToGeQ7sTVynQTvAJdXD,6375.512392,8.085429054,10.19368841,-0.753348363,
191,2DJwdEGJqav9gfP2YudeFD7NG93PuB3uPJuKrgeXKvpt,4170.19401,8.0776744,3.148455337,-0.414182808,
151,AA39RuosBkjxgc488SuFbuXKK3RQjpBQtDsRkxrWvXBh,1650.644933,8.013147589,27.95304966,-0.347891113,
256,8YoV6RwcKj2ziPYwrd5j1vmAR8BUi5yavwEtNoQxfvfR,2554.998598,7.937219601,0.770908905,-0.422339291,
373,AjzQHN9C9dz6nZNrG3bYuY1cw454q9sSxLZDFWf6xcHa,2354.02062,7.851054432,1.840395291,-0.640637669,
265,4vgWaa2WBJQnCHJcRFggdCLSbdjRq6uuvYdaGPckjzp6,6371.417006,7.823204839,9.075562609,-0.859137106,
145,jgvxdVuT6RCnjHs9kzczDWQmiU5EFobTptX7guWbnQ5,5659.913739,7.813777644,10.59875435,-0.640523019,
39,DF8XjWqR9571nSdgiChwKWoJEVorGsMHZtVgjx2JML6c,1039.725669,7.794983152,0.709584141,-0.146348783,
254,5jaedVqFxPifwtkVk2FX5R18KcTdvUBq2yYw8zuX6mBC,1921.228714,7.733891293,6.669236358,-0.435694373,
414,HHfojYyj64Qd1JmvhjPxVFTQ5iUxATn2tLVEY8xYf8xJ,9577.627207,7.713477457,5.262852505,-0.615732144,
459,YRV8QeJxEWY2uuxoTZLcucqPBUzyhcyok8S6LHrbm27,1340.453874,7.655158572,2.405198197,-0.367576016,
107,HPNv8FnQhj7dv1nxmJAyKXK3wekw3JQP96DRcYiFPVtN,871.202028,7.609706448,1.97788472,-0.3667149,
92,AYSD2HxMqECV5SPU4FSnzHXnED4BNCuzkQukLAZevBTA,3024.568193,7.522289957,4.888270836,-0.496248183,
178,3nLJy8714C46NHqzzzPBEf5QJarEueeweRW6HzX4nkyD,2491.194941,7.468775209,0.929220263,-0.182508429,
228,5YFCstEZxHUgvGdwaktAfRUqeTLX3M7iSAPmXmuz5pXw,1616.276242,7.45110378,2.962954106,-0.915571605,
427,E3hJD2bMdCba6AjnRDrP7kPpCgBGf4WjZSAdAeyrAUgH,746.7472618,7.412618087,0.793125452,-0.269887972,
233,EV4b6ToQviF7Z8fYKGnikviAfzWMParjLWLyUFSZXDjS,1959.285781,7.408859909,1.867636007,-0.643418911,
388,84je5yL2jtvYRtpnud9fR55FNPZvs2y6v1sX93YDbFRN,1611.005955,7.408834853,2.244099599,-0.216943928,
327,BoiaEAd6y55FtkqihH5g8PyGMMDZgvkNR5hn4Eqi8aSA,1828.864159,7.355353411,2.508648489,-0.502115017,
389,AxFPpq6enoQWt2VjN69ktjegn79VSnwa63kkCHTjC1SV,20481.80475,7.274622456,6.556763238,-0.983905516,
101,3affU2TuguuyFDBnr8cNQVTqRyqNsHBDDGeEU4pMnitb,5549.358823,7.084790325,0.99839574,-0.975598641,
99,9BQ6edY93GX6UdufNDYGnUo1wU9yPQjTRYn5DByue3Xq,5317.523356,7.006420933,2.529239897,-0.77697968,
332,FkjujaHzGdf79Yg4dDG7cjm48pKP2xwxhve1jdPFZtBL,4786.340889,6.975265216,2.430582338,-0.634231489,
216,61DdPSZq8zFx4tyVz1WZ1yRGcjgMgrQWygBgwNxY4zqX,10524.29843,6.879983737,120.6905837,-0.962866973,
310,8vYs1auP4jHeamFFYuYbwtvENUk2Ky4hkk198MT6ZVuD,8006.89562,6.824488261,16.94674212,-0.585210525,
266,5uBRSYKkPXZwAizPb8SUvj9q3YNKTHW9Vgf5NCS3AQnW,9840.937445,6.77132522,9.387599497,-0.645961474,
264,F6C7stUCm23sbsoK8xW5aVNW9h9igR7FmFxtfJ81cWdg,19951.05584,6.628205202,18.85270524,-0.815559514,
433,CW99FAg2TDtnfCo4DQ6vLq2wTz8jHU15MHPXy7wsCKVz,3654.617766,6.609408137,4.14003424,-0.337276045,
295,7bSq1J2ro3JNjXAZpirY7UxzYDEZLW1aGUEBaJaWADxC,5159.382399,6.493346193,2.317656313,-0.674655526,
217,2QaQdSuafCf7jVFFgFeMVAMBr2e8DukewTU1qsfwXnLf,3188.896456,6.446780358,3.389914364,-0.664404201,
120,ET3dN2EsE9rcPaZK5m2XB6XCVSsiZLqevDfahKSmExAs,2039.909288,6.428434289,3.637386712,-0.341177097,
398,GCiq7RtrTuha782DXKgD13F7N763Te2nAKx82iGa371A,4560.717819,6.361776567,7.492744952,-0.78477015,
152,947bXeywXUsPcaWPRLxC4hALhc34KhRwLsbr37gPq4x7,1531.688254,6.337902645,0.81475336,-0.628338373,
89,4McMvbsMuJTSTVUUMWdHnGmKNaHdPkvGqk7wj9VVDPuq,7117.492356,6.335401254,5.717035467,-0.735953477,
96,HVorR5Nf3rTqgVjreG142ttYEgzNhGaRH1zrviyywQop,5264.054005,6.31463138,2.839352914,-0.960948181,
379,H1cCVmekd1enJ4T6HrS5dRQYbSLrUddN1L5txdY6jJh3,3441.845162,6.201336025,2.239347122,-0.426806991,
360,B1At3HKX2oHAb9ifwdXt5CuyFt71cXTeQCixMAWyF7Mc,3322.110067,6.193544014,2.203357781,-0.469664628,
404,7iRRCq8Mz18yAk43vevfjSxHYKgeCaKsNnEagA4kUV4y,5002.366125,6.151470825,7.277372184,-0.85198992,
192,9dLnQ2PiboL7Zqo5Rb3E6vuRri7oJEngJb1DfgZGQTSb,5957.624071,6.028548509,3.314176859,-0.481803707,
63,FiWD6G1ptxykVVUJpi6S3Z67zAzXAyCCg52WEomLgTP1,3069.063254,6.003670276,0.790513834,-0.839611078,
348,U1a6Z62AUWkQu2KyyGp2o4yMYPg6dqySGrsZabQhThX,2305.07093,5.954376045,3.116487608,-0.690839352,
30,4vePyeNEZ4zfAZYJSME3YQsXWG2QYhqrHktzrCAWb31x,2282.377929,5.953625166,9.757720156,-0.722329455,
416,HoBtRyxeMBsdgfzWajZM1SGW64XjSJixEimFea7i3pgH,9488.399498,5.893033199,1.448915971,-0.71750537,
177,FRr6CLQ11cdYe4LYw4WWnXdaAbzjxeJxdS7x6PvyqbWD,2377.985378,5.87422789,2.00708616,-0.905535968,
182,BL8fvbjfSjJVyiobkNtbNDauxYzKDPffawSyiCqrtNiG,6563.023244,5.851245312,3.731173404,-0.61916114,
487,GfC2mAsjRCHa1twXNBGtd29Kv47qSzmmsJrdv4zvvv6T,2646.844478,5.847640058,18.31208493,-0.577309827,
408,Af3Xr2d7H6z899JXBUwbRyk58tVopgDUbxk5nw3CYysT,1985.603866,5.753262402,3.74187981,-0.658915688,
331,FX9nN2UTdM4czZKUbsDDqL35PGK94xk8CdZuh7ngnssd,2122.116572,5.710087806,3.030420225,-0.7311313,
179,BaxtcCpXvSgHwJ887LQyUrEiW56zxVzpJiLb44bdY112,1350.134767,5.695281378,1.569758028,-0.367880697,
315,2SZy2459KdZ6amETvA64TmsXENKzYQCDbbmgJ8hKyjTD,10533.25923,5.659871491,8.160458174,-0.757544187,
60,Dfu1fYhR4F16ETwAfGb9T2JuMJns1wJb9gX3TZivuqnt,2755.229841,5.652889327,2.114660769,-0.671348282,
3,5k9Red1LKkQdTm486NRE6kEsmcLCQpvdbLZTbfH7fXFH,4697.059216,5.609201057,6.976798099,-0.662121745,
378,NgaigpFBp8YhLo49NBk4iGsveUEGmfZGWMsN7cbC5B2,5550.682887,5.575416083,2.392177437,-0.630802057,
130,GTToZkbAMhRzmnFbjtSHYqUHPSFsvjBtwszcpZRNndoN,5994.16074,5.450970148,5.835728384,-0.676064707,
47,SCK1Mbbgn73K1zifb11Qi3pD5c8ytEVPACp4aRZNYRn,1954.071247,5.128879101,8.324835869,-0.833027925,
286,BdjtRjQ78dQsi4U1L5FUZUtKiZ9kEzRHk9xiF9LtQ3A5,4604.429818,5.11826115,0.782417806,-0.479788052,
82,58SqYdjc3jD4Hb9pcnRMBxAAFy377CCa4m341zZxysvg,11471.54168,5.107276128,16.11572165,-0.99032972,
200,5R568TQbVNd17kMQwct5feofbGTJaMEXYKEnczSwcfQn,6469.045209,5.063114783,8.666333197,-0.480122127,
269,APDD6CFm6S8K9RpM9dtBLm6GD3M9mx5LJN64bVRcsn6n,6172.695116,5.036703908,2.769500997,-0.65207485,
413,4ybcbx3KW4KKZjwQedQH6ks6w3uSnfmPiQY5dnQ2EnBX,3259.527663,4.998273141,6.571630483,-0.864018666,
224,Be9nLUbi3HdfgZxbTUJgR3MxKziDtQRtAeSjKfk2g83A,1581.243713,4.963685125,3.154427041,-0.493999994,
283,CZD94aKwPLB4CkzM7AuxjdCMoxML8vmoNeuEnL3NvXUu,806.2099024,4.946281527,0.911359662,-0.37708782,
443,CpGmn1JC7qHL8ooevgc9DXeTTGLJ95fSU7JNT5J54y4m,3411.785595,4.87668208,26.64941239,-0.998592501,
337,B6y51vM7DFk1VQViJxoBAefq8KHe4aYDJCnQuXLvD8HR,1866.037673,4.839846327,1.540386878,-0.192830696,
66,2zqx4hYMTdziAyUzdkuWFnPUiaGYD57ETzSmmAK5iQJ5,1221.723551,4.794178035,2.170343001,-0.565778009,
363,7z5JF83gKaw7BfLdeSkJVBmZQFDF6xWbFdH4C4iLqvdL,3381.944267,4.747046803,6.077104975,-0.588606133,
227,5jakjwBh6KNkHzxoXMjXCrMqGqf31b7h8QD6xHWinLav,5666.598229,4.732844255,2.477209415,-0.099441535,
375,4CBrw3wDP8exTUEX7F6Ynktbbjf77pioCENptQHnGqw1,4612.821871,4.679969846,29.11433473,-0.962245463,
351,Cq3L7Do32Q7YvxNrqAHCM3drvw7uBor9fsXw8Kt8hjme,7339.025728,4.604148868,9.003962582,-0.942815326,
212,37zbKnGnUCztRpMm4jY5Hs3Jb3vMyeDybgsq5euRieeb,4335.091933,4.583539232,0.650313845,-0.520290394,
198,3Rorhbw7KkDA7QCGpA9zq46hmv9mNNE95qh6zbKobAr6,5121.393124,4.577728212,2.701458656,-0.610047299,
314,BkNRW2NNmJf9oxTJveXcY79hNBpJyZ36ooETSk9q3jbN,6048.080884,4.549166278,2.948611201,-0.751507591,
505,EnqjusEbJeQCwWT8SLsFUmtpSqcB3FSgkKaJDfajVanS,1280.619029,4.523693441,1.072353376,-0.229605181,
273,8Jwp5fTguL2YLjcHBtGcrN2TMepWM7mG4FVN3mqHHsL4,4503.075816,4.490432548,0.868491067,-0.999999961,
105,4sFCX4JiFuV8aTY9T9rnXJjna6zkr5ECeFhZGBxWSTMK,515.7627073,4.447097183,1.110626089,-0.770410346,
26,8zE2CrYWbgVgYzteC3iptxUpoUGPcVBJjcXziJEZhNU9,1504.864106,4.386133603,2.411517111,-0.57147734,
397,AA7u4hD412cd6oGg6HCAgBSLm7GpFTrXHgm9b6KHJDMg,1750.252898,4.358412901,1.759399167,-0.496160926,
288,FpJr1JtvjkoPkUeFGbqdBpNzxtN9RSTzezYTkRFvDzr5,1321.155386,4.33732413,3.736555805,-0.824450709,
117,HNfqq1t9W6T59Ryv7wJA4EVkpezTXwzf5mH2fqhp2yeL,1102.648869,4.264822073,4.772329682,-0.60629293,
28,8168p1dMuv7gdVTAEw1ZJ8UYPQHGZFXv6rJ77NtuLa2f,3897.930102,4.197226695,4.960538345,-0.734526626,
361,6CgNrasNF1zAVVo9bxmsWawF1YZLPh53ASo9v7Z1WdJe,515.1267746,4.144729571,2.673492405,-0.165799591,
59,BGA2P8afGSNskwaJEsGcSLum9QpeYDVgqeAodyGHzeoK,3236.976309,4.055449478,6.811453382,-0.975970231,
183,2Db6WaiSmsX4c6WWvuMSWm3u52pSHU9yFvkYVVSeQEFD,1795.531637,4.045028239,0.56548304,-0.750400051,
103,2eVQqvDwRrdcbGGMcSULbj1ihJG3ngj669KsXh9sv6wg,1265.942873,4.023038403,1.247166969,-0.240894978,
400,J23rH3NBbSjAL1QGEGALRZYWjJhtd5R1x5dMHbDN8eGt,898.1041463,4.017534739,0.702392641,-0.18283369,
342,SpfSSE3E1q9GecynY5DjtTyyQ199NWztpkcaQFQoK4y,923.1978934,3.985707539,0.611651736,-0.456190891,
465,J6rTCxr2B8Sc6PeNcJZiA3QzuofL7Wb8rA9jXXhUUZPU,1423.319759,3.883679834,2.334697606,-0.438198396,
304,Du1kPw47oAwyFtbmHt9i66ZFstxEWQY3nSVmWfDgugR,1596.94652,3.861546109,1.481809644,-0.477167876,
370,CRhLEdw7CmbeuWzu8GgaPPwU2JYwdHygiFD3pGHn8xzK,2701.529477,3.857987949,0.921542194,-0.931155105,
204,9f9rPvVNDSQuCmwzvZsSNg7gFTvjmvnqRUXScE841zRX,1824.287056,3.846587022,4.848556223,-0.837851258,
209,4xs41q8ddSfo3x12q1YUbpfM7RESHZy6rmgWq6n8nXZ6,2046.545445,3.779792249,3.679522422,-0.311571624,
158,YrwJbjwrb2sVgMnhH9ECbsNCJJQBtdgkVMcy4GGrnaB,1456.402206,3.724096811,9.078016775,-0.776788084,
282,3vX73UwdmPN8s7s6kt5qi6xu4ztK5paCqphMeCgVGoDT,2569.683948,3.7088212,0.73353506,-0.586355856,
186,2JJraciR8ErTXc7fBcUcUEHcK8FCxSPW2msx1pGFme4G,2255.043521,3.654993394,7.312600267,-0.744898153,
239,Htir1asHjRgPjAoG8hZdXyVBzVV9aUuvcGsyGme1Krc2,2097.532576,3.638933826,2.26306407,-0.726816067,
287,9dPwXw273X2bnvt8dfqvqFrvbZqVKmH9i6cLgb5s7GU6,1275.830509,3.637850462,1.375371215,-0.615053964,
175,3PeWNknsPeEdkmr5UeVJDmVNDTsb3TCoZVtpbZU8BXC6,6242.299111,3.620759277,6.454269448,-0.878200017,
9,54RHQRH26QnmDc1Ln9npStnc5eBeKSaH1qgXgojYwu2s,1406.585602,3.507078538,5.943324694,-0.220258149,
260,5ATCghak1hVTWFkbphoEXLdGLgP1Gmg9Yj1nLq8WodGC,1532.498738,3.406105679,15.38363318,-0.983176461,
281,73mbNcX5bUtfyUGPa8UMi91wjrtowWxd8FtpQChFdCXU,1142.766675,3.308461078,2.168226247,-0.560511453,
355,DXKDVUP8MqyX91V7KK3JS9A8UxDdAZ4o36WhH3yiJjBh,1622.679228,3.284440093,2.492551071,-0.894737913,
55,FdG3MTLCwTG2ywbCJ1cyWawh28WpaP4P6sPLmxJqpHZs,1643.80449,3.271303528,1.41328071,-0.759767704,
202,9qTBAwB2dK7V2XfXwpC9aKgTLpYybzj8t9Pxyw7zDe4W,1654.435528,3.256982374,1.705596951,-0.533572324,
199,8u98gTd8rH7C8joL9G9qbLKMTLNNJDAKn6uM68oYVNtV,4280.449344,3.243307143,6.910413438,-0.685707511,
164,AnB7D4eQBtM5Uk6Ck8uWzQnGunrG3rJhMfppTpCMoP7a,1553.667526,3.235775441,0.850640795,-0.239174964,
275,6DETYoPSjZwzhtUxnPgpnRKq3c6HPG8xUYAz8uvQftA2,1025.843962,3.234447284,1.656913842,-0.344827483,
18,DBstfzqZq2w9EpSAoPMgn5PSsrqmbYxgx2n6cXUTB351,2580.155413,3.193583477,1.789420576,-0.999999437,
419,5egVBujbGSdTZGH4qx75TQ3Az3T8SURyahhV1cb5nFqk,30138.08187,3.169846828,77.50844484,-0.990077879,
14,Gm5NsLjA1dfCFUTChCUSKZrXppueC2mhJtWLxZ3q6oFc,1942.247803,3.118467485,2.244340966,-0.713939477,
77,B641BTEPwtsSLMj85pSSve8yGGbSazNkmjWuiko99RvQ,3984.998843,3.055570561,3.507955716,-0.761339073,
29,5QAoJa1N19JVStryBLHy9BxAgsnznwcudyrhGDLnVkWh,3777.670839,3.052547543,1.558736729,-0.641098569,
270,AN6nUfk4iSjrKJokjrQjrW5aZafu2n1xFyuhDfR8JEeL,1351.77837,3.009271098,1.953583121,-0.718486231,
450,2SUkpFMC3dCbFMCn96BTgVRdBBcihRGULyVRDRQ3yGzH,2038.347087,3.005459587,3.259343438,-0.052982314,
118,Fso5xQDjr8p7rtAjjLqBBFUX3Udj3T5ub62JDYbPmyRj,3707.827805,2.985755045,3.572657841,-0.816299251,
438,8KavtCiD5vdDou81Nm2DX8Qd6z1Nfqmjpt4Bksan1SzT,2955.514263,2.971204839,6.447084591,-0.605987467,
446,B83z67uCjP1cme3gHztbhL5JmbPxqh6WXjMgVV9bFc1w,532.8122298,2.953369115,1.114409108,-0.999882585,
374,FeNZbCZtdYKiNdGFi4GbnTizkjj63NR21SmwEyZ7fbDW,4214.285733,2.934527894,5.263782157,-0.370981538,
242,CfTsviNdgSLfL8fY6zq4HFwgWAY9iK21zJZQkmXZ89EY,687.9719768,2.917245268,2.176159131,-0.341205788,
34,CDqjkhg78w6AeK6WDxX8X2qDd6YyM4Pk5wNwCBNtCYYG,4465.026193,2.895632073,2.138278193,-0.747487125,
250,4BJEH24mNTiNLTUDrc5PbHQKFcxkrg93uaTAdb2ctrzc,1561.154342,2.878743271,1.680004574,-0.363412864,
87,D1HXNeRwHqHjqw7fbMyEvwo6afZGaULbAx3rhcaEphLy,4672.028761,2.874994847,0.6311378,-0.797228226,
320,SXnJd7KkmiL1UFXwCEnd5V5PPgrfphijhYK5p2o5KsL,1153.169089,2.873538251,7.806093158,-0.939741735,
132,9jBwWgKGDkcbdX6UTeBFDoFmF1CoMbNoMir5GhiZ6M5i,906.9728569,2.793375615,1.159592786,-0.601034924,
74,CDe1xxHc9RBWa4D9eYWC6fiXNLv2ChAZqyuxPzgCKJhU,4227.363863,2.779146236,1.97786153,-0.863902406,
323,9GNSv94hGDfxuDtxKpun584sBAvbdfkDSgeFFXZQjckr,4508.26588,2.740133262,7.9196028,-0.421731327,
402,6wHv5xjDQJTW39ahke8BwGnJ2YLgVQj8vQ4g9JptkVUb,5554.643806,2.72045981,3.640928529,-0.870190826,
122,6eJRqJJCEKRj3QGhd28zpsQFz4rutEqV2kQEc7pzEXuh,1096.157708,2.698136659,1.928031514,-0.553415333,
430,CtStRa5CNbGnvgjjAh6z7omYhf2myLm3MYCkvif4iFq6,1637.915476,2.697126894,0.75619405,-0.471706548,
223,Ggn8Jddq99ReJ7JEkTj2hhxUKW3G6cFqZ929HTbgkDd3,2150.028239,2.683126191,2.242708606,-0.682216443,
79,8yR4feKFTi5ZphmnbddogAUNEUFz8oiPkL1PxGDzeafJ,2833.973599,2.683103517,5.574075326,-0.721389447,
396,BDA2CWiJ5hCo7p8A7c6hUzveGbY5Kr8LvwN7oaxA8J2s,40315.31751,2.672620763,8.893615448,-0.948367757,
163,8hFf64TWSTUvbNCUaesehoAnEVQqp1wwSRx3CqTzw73o,30170.98864,2.557419235,72.87796623,-0.838540073,
142,5vj9u6etV4qcWaik2D3dXKDRETAvDJgvEfxbLamCUH34,1196.793208,2.553347132,1.737500216,-0.718991201,
339,3txpdbUPHfXYU4WDZD1GGBbyQeDfpG12WXdoKfawNGCh,538.4827014,2.552466502,2.774974028,-0.775323523,
131,5Bzh6jTUpJyAccdR92UT25x3Vvrr49xN9CQC4nq7fYBk,2194.418107,2.538089171,2.383468795,-0.988565223,
